bioproject_accession	biosample_accession	env_broad_scale	env_local_scale	env_medium
PRJEB62460	SAMEA113534422	urban biome	research facility	soil
PRJEB62460	SAMEA113534423	urban biome	research facility	soil
PRJEB62460	SAMEA113534424	urban biome	research facility	soil
PRJEB62460	SAMEA113534425	urban biome	research facility	soil
PRJEB62460	SAMEA113534426	urban biome	research facility	soil
PRJEB62460	SAMEA113534427	urban biome	research facility	soil
PRJEB62460	SAMEA113534428	urban biome	research facility	soil
PRJEB62460	SAMEA113534429	urban biome	research facility	soil
PRJEB62460	SAMEA113534430	urban biome	research facility	soil
PRJEB62460	SAMEA113534431	urban biome	research facility	soil
PRJEB62460	SAMEA113534432	urban biome	research facility	soil
PRJEB62460	SAMEA113534433	urban biome	research facility	soil
PRJEB62460	SAMEA113534434	urban biome	research facility	soil
PRJEB62460	SAMEA113534435	urban biome	research facility	soil
PRJEB62460	SAMEA113534436	urban biome	research facility	soil
PRJEB62460	SAMEA113534437	urban biome	research facility	soil
PRJEB62460	SAMEA113534438	urban biome	research facility	soil
PRJEB62460	SAMEA113534439	urban biome	research facility	soil
PRJEB62460	SAMEA113534440	urban biome	research facility	soil
PRJEB62460	SAMEA113534441	urban biome	research facility	soil
PRJEB62460	SAMEA113534442	urban biome	research facility	soil
PRJEB62460	SAMEA113534443	urban biome	research facility	soil
PRJEB62460	SAMEA113534444	urban biome	research facility	soil
PRJEB62460	SAMEA113534445	urban biome	research facility	soil
PRJEB62460	SAMEA113534446	urban biome	research facility	soil
PRJEB62460	SAMEA113534447	urban biome	research facility	soil
PRJEB62460	SAMEA113534448	urban biome	research facility	soil
PRJEB62460	SAMEA113534449	urban biome	research facility	soil
PRJEB62460	SAMEA113534450	urban biome	research facility	soil
PRJEB62460	SAMEA113534451	urban biome	research facility	soil
PRJEB62460	SAMEA113534452	urban biome	research facility	soil
PRJEB62460	SAMEA113534453	urban biome	research facility	soil
PRJEB62460	SAMEA113534454	urban biome	research facility	soil
PRJEB62460	SAMEA113534455	urban biome	research facility	soil
PRJEB62460	SAMEA113534456	urban biome	research facility	soil
PRJEB62460	SAMEA113534457	urban biome	research facility	soil
PRJEB62460	SAMEA113534458	urban biome	research facility	soil
PRJEB62460	SAMEA113534459	urban biome	research facility	soil
PRJEB62460	SAMEA113534460	urban biome	research facility	soil
PRJEB62460	SAMEA113534461	urban biome	research facility	soil
PRJEB62460	SAMEA113534462	urban biome	research facility	soil
PRJEB62460	SAMEA113534463	urban biome	research facility	soil
PRJEB62460	SAMEA113534464	urban biome	research facility	soil
PRJEB62460	SAMEA113534465	urban biome	research facility	soil
PRJEB62460	SAMEA113534466	urban biome	research facility	soil
PRJEB62460	SAMEA113534467	urban biome	research facility	soil
PRJEB62460	SAMEA113534468	urban biome	research facility	soil
PRJEB62460	SAMEA113534469	urban biome	research facility	soil
PRJEB62460	SAMEA113534470	urban biome	research facility	soil
PRJEB62460	SAMEA113534471	urban biome	research facility	soil
PRJEB62460	SAMEA113534472	urban biome	research facility	soil
PRJEB62460	SAMEA113534473	urban biome	research facility	soil
PRJEB62460	SAMEA113534474	urban biome	research facility	soil
PRJEB62460	SAMEA113534475	urban biome	research facility	soil
PRJEB62460	SAMEA113534476	urban biome	research facility	soil
PRJEB62460	SAMEA113534477	urban biome	research facility	soil
PRJEB62460	SAMEA113534478	urban biome	research facility	soil
PRJEB62460	SAMEA113534479	urban biome	research facility	soil
PRJEB62460	SAMEA113534480	urban biome	research facility	soil
PRJEB62460	SAMEA113534481	urban biome	research facility	soil
PRJEB62460	SAMEA113534482	urban biome	research facility	soil
PRJEB62460	SAMEA113534483	urban biome	research facility	soil
PRJEB62460	SAMEA113534484	urban biome	research facility	soil
PRJEB62460	SAMEA113534485	urban biome	research facility	soil
PRJEB62460	SAMEA113534486	urban biome	research facility	soil
PRJEB62460	SAMEA113534487	urban biome	research facility	soil
PRJEB62460	SAMEA113534488	urban biome	research facility	soil
PRJEB62460	SAMEA113534489	urban biome	research facility	soil
PRJEB62460	SAMEA113534490	urban biome	research facility	soil
PRJEB62460	SAMEA113534491	urban biome	research facility	soil
PRJEB62460	SAMEA113534492	urban biome	research facility	soil
PRJEB62460	SAMEA113534493	urban biome	research facility	soil
PRJEB62460	SAMEA113534494	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534495	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534496	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534497	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534498	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534499	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534500	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534501	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534502	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534503	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534504	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534505	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534506	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534507	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534508	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534509	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534510	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534511	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534512	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534513	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534514	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534515	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534516	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534517	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534518	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534519	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534520	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534521	dense settlement biome	research facility	soil
PRJEB62460	SAMEA113534522	urban biome	research facility	soil
PRJEB62460	SAMEA113534523	urban biome	research facility	soil
PRJEB62460	SAMEA113534524	urban biome	research facility	soil
PRJEB62460	SAMEA113534525	urban biome	research facility	soil
PRJEB62460	SAMEA113534526	urban biome	research facility	soil
PRJEB62460	SAMEA113534527	urban biome	research facility	soil
PRJEB62460	SAMEA113534528	urban biome	research facility	soil
PRJEB62460	SAMEA113534529	urban biome	research facility	soil
PRJEB62460	SAMEA113534530	urban biome	research facility	soil
PRJEB62460	SAMEA113534531	urban biome	research facility	soil
PRJEB62460	SAMEA113534532	urban biome	research facility	soil
PRJEB62460	SAMEA113534533	urban biome	research facility	soil
PRJEB62460	SAMEA113534534	urban biome	research facility	soil
PRJEB62460	SAMEA113534535	urban biome	research facility	soil
PRJEB62460	SAMEA113534536	urban biome	research facility	soil
PRJEB62460	SAMEA113534537	urban biome	research facility	soil
PRJEB62460	SAMEA113534538	urban biome	research facility	soil
PRJEB62460	SAMEA113534539	urban biome	research facility	soil
PRJEB62460	SAMEA113534540	urban biome	research facility	soil
PRJEB62460	SAMEA113534541	urban biome	research facility	soil
PRJEB62460	SAMEA113534542	urban biome	research facility	soil
PRJEB62460	SAMEA113534543	urban biome	research facility	soil
PRJEB62460	SAMEA113534544	urban biome	research facility	soil
PRJEB62460	SAMEA113534545	urban biome	research facility	soil
PRJEB62460	SAMEA113534546	urban biome	research facility	soil
PRJEB62460	SAMEA113534547	urban biome	research facility	soil
PRJEB62460	SAMEA113534548	urban biome	research facility	soil
PRJEB62460	SAMEA113534549	urban biome	research facility	soil
PRJEB62460	SAMEA113534550	urban biome	research facility	soil
PRJEB62460	SAMEA113534551	urban biome	research facility	soil
PRJEB62460	SAMEA113534552	urban biome	research facility	soil
PRJEB62460	SAMEA113534553	urban biome	research facility	soil
PRJEB62460	SAMEA113534554	urban biome	research facility	soil
PRJEB62460	SAMEA113534555	urban biome	research facility	soil
PRJEB62460	SAMEA113534556	urban biome	research facility	soil
PRJEB62460	SAMEA113534557	urban biome	research facility	soil
PRJEB62460	SAMEA113534558	urban biome	research facility	soil
PRJEB62460	SAMEA113534559	urban biome	research facility	soil
PRJEB62460	SAMEA113534560	urban biome	research facility	soil
PRJEB62460	SAMEA113534561	urban biome	research facility	soil
PRJEB62460	SAMEA113534562	urban biome	research facility	soil
PRJEB62460	SAMEA113534563	urban biome	research facility	soil
PRJEB62460	SAMEA113534564	urban biome	research facility	soil
PRJEB62460	SAMEA113534565	urban biome	research facility	soil
PRJEB62460	SAMEA113534566	urban biome	research facility	soil
PRJEB62460	SAMEA113534567	urban biome	research facility	soil
PRJEB62460	SAMEA113534568	urban biome	research facility	soil
PRJEB62460	SAMEA113534569	urban biome	research facility	soil
PRJEB62460	SAMEA113534570	urban biome	research facility	soil
PRJEB62460	SAMEA113534571	urban biome	research facility	soil
PRJEB62460	SAMEA113534572	urban biome	research facility	soil
PRJEB62460	SAMEA113534573	urban biome	research facility	soil
PRJEB62460	SAMEA113534574	urban biome	research facility	soil
PRJEB62460	SAMEA113534575	urban biome	research facility	soil
PRJEB62460	SAMEA113534576	urban biome	research facility	soil
PRJEB62460	SAMEA113534577	urban biome	research facility	soil
PRJEB62460	SAMEA113534578	urban biome	research facility	soil
PRJEB62460	SAMEA113534579	urban biome	research facility	soil
PRJEB62460	SAMEA113534580	urban biome	research facility	soil
PRJEB62460	SAMEA113534581	urban biome	research facility	soil
PRJEB62460	SAMEA113534582	urban biome	research facility	soil
PRJEB62460	SAMEA113534583	urban biome	research facility	soil
PRJEB62460	SAMEA113534584	urban biome	research facility	soil
PRJEB62460	SAMEA113534585	urban biome	research facility	soil
PRJEB62460	SAMEA113534586	urban biome	research facility	soil
PRJEB62460	SAMEA113534587	urban biome	research facility	soil
PRJEB62460	SAMEA113534588	urban biome	research facility	soil
PRJEB62460	SAMEA113534589	urban biome	research facility	soil
PRJEB62460	SAMEA113534590	urban biome	research facility	soil
PRJEB62460	SAMEA113534591	urban biome	research facility	soil
PRJEB62460	SAMEA113534592	urban biome	research facility	soil
PRJEB62460	SAMEA113534593	urban biome	research facility	soil
PRJEB62460	SAMEA113534594	urban biome	research facility	soil
PRJEB62460	SAMEA113534595	urban biome	research facility	soil
PRJEB62460	SAMEA113534596	urban biome	research facility	soil
PRJEB62460	SAMEA113534597	urban biome	research facility	soil
PRJEB62460	SAMEA113534598	urban biome	research facility	soil
PRJEB62460	SAMEA113534599	urban biome	research facility	soil
PRJEB62460	SAMEA113534600	urban biome	research facility	soil
PRJEB62460	SAMEA113534601	urban biome	research facility	soil
PRJEB62460	SAMEA113534602	urban biome	research facility	soil
PRJEB62460	SAMEA113534603	urban biome	research facility	soil
PRJEB62460	SAMEA113534604	urban biome	research facility	soil
PRJEB62460	SAMEA113534605	urban biome	research facility	soil
PRJEB62460	SAMEA113534606	urban biome	research facility	soil
PRJEB62460	SAMEA113534607	urban biome	research facility	soil
PRJEB62460	SAMEA113534608	urban biome	research facility	soil
PRJEB62460	SAMEA113534609	urban biome	research facility	soil
PRJEB62460	SAMEA113534610	urban biome	research facility	soil
PRJEB62460	SAMEA113534611	urban biome	research facility	soil
PRJEB62460	SAMEA113534612	urban biome	research facility	soil
PRJEB62460	SAMEA113534613	urban biome	research facility	soil
PRJEB62460	SAMEA113534614	urban biome	research facility	soil
PRJEB62460	SAMEA113534615	urban biome	research facility	soil
PRJEB62460	SAMEA113534616	urban biome	research facility	soil
PRJEB62460	SAMEA113534617	urban biome	research facility	soil
PRJEB62460	SAMEA113534618	urban biome	research facility	soil
PRJEB62460	SAMEA113534619	urban biome	research facility	soil
PRJEB62460	SAMEA113551314	urban biome	research facility	sterile water
PRJEB62460	SAMEA113551315	urban biome	research facility	sterile water
PRJEB62460	SAMEA113551316	urban biome	research facility	sterile water
PRJEB62460	SAMEA113551317	urban biome	research facility	sterile water
PRJEB62460	SAMEA113551318	urban biome	research facility	sterile water
PRJEB62460	SAMEA113551319	urban biome	research facility	sterile water
PRJEB62460	SAMEA113551320	urban biome	research facility	soil
PRJEB62460	SAMEA113551321	urban biome	research facility	soil
PRJEB62460	SAMEA113551322	urban biome	research facility	soil
PRJEB62460	SAMEA113554833	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554834	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554835	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554836	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554837	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554838	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554839	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554840	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554841	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554842	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554843	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554844	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554845	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554846	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554847	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554848	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554849	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554850	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554851	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554852	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554853	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554854	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554855	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554856	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554857	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554858	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554859	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554860	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554861	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554862	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554863	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554864	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554865	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554866	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554867	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554868	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554869	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554870	urban biome	research facility	sterile water
PRJEB62460	SAMEA113554871	dense settlement biome	research facility	sebum
